time	distance	eps	steps
0.413	11.3886	0.95	13
0.497	9.85868	0.95	12
0.425	8.14455	0.95	10
0.225	7.86167	0.95	10
0.373	9.11817	0.95	11
0.272	9.17698	0.95	11
0.323	9.52848	0.96	11
0.707	12.6217	0.96	15
0.616	8.89707	0.96	11
0.461	9.09611	0.96	11
0.474	11.2683	0.96	13
0.214	8.329	0.96	10
0.493	10.785	0.96	13
0.211	8.6071	0.96	10
0.237	8.94341	0.96	11
0.798	12.4814	0.96	15
0.24	8.67145	0.97	10
0.191	8.06984	0.97	10
0.192	7.98856	0.97	10
0.437	11.5971	0.97	13
0.232	7.82922	0.97	10
0.681	12.0074	0.97	14
0.877	11.8557	0.97	14
0.863	14.6999	0.97	17
0.467	11.4417	0.97	13
0.392	10.9448	0.97	13
0.348	10.1009	0.98	12
0.237	8.44349	0.98	10
0.315	8.44142	0.98	10
0.757	11.7416	0.98	13
0.278	8.39266	0.98	10
0.696	9.92959	0.98	12
1.172	10.8568	0.98	13
0.431	10.1093	0.98	12
0.237	8.64113	0.98	10
0.264	9.59198	0.98	11
0.328	11.9298	0.99	14
1.083	12.022	0.99	14
0.626	9.11943	0.99	11
0.385	9.27414	0.99	11
0.262	9.80086	0.99	11
0.385	9.87576	0.99	11
0.35	9.11596	0.99	11
0.257	9.62181	0.99	11
0.744	9.83622	0.99	11
0.634	11.3077	0.99	13
