time	distance	eps	steps
0.245	5.41374	0.22	26
0.187	5.40574	0.22	26
0.247	5.56624	0.22	27
0.331	6.05178	0.22	29
0.227	5.28973	0.22	26
0.209	5.60531	0.22	27
0.206	5.43895	0.22	26
0.311	6.04806	0.23	28
0.219	5.70886	0.23	26
0.374	5.48112	0.23	25
0.216	5.26587	0.23	24
0.328	6.07467	0.23	28
0.228	5.8553	0.23	27
0.273	5.76088	0.23	27
0.212	5.63353	0.23	26
0.242	5.74454	0.23	26
0.337	5.57196	0.23	26
0.223	5.66365	0.24	25
0.183	5.36673	0.24	24
0.17	5.25911	0.24	23
0.251	5.54784	0.24	25
0.274	6.38039	0.24	28
0.213	5.54603	0.24	25
0.258	5.95967	0.24	26
0.343	5.42322	0.24	24
0.337	5.86737	0.24	26
0.409	6.40516	0.24	28
0.242	5.5665	0.25	24
0.275	6.03635	0.25	26
0.715	7.21463	0.25	30
0.211	5.16116	0.25	22
0.239	5.47642	0.25	23
0.289	5.50972	0.25	24
0.301	5.95125	0.25	25
0.233	6.07034	0.25	26
0.267	5.76355	0.25	25
0.221	5.22768	0.25	22
0.295	6.41782	0.26	26
0.336	5.54862	0.26	23
0.205	5.30562	0.26	22
0.201	5.42237	0.26	22
0.29	5.71571	0.26	23
0.284	5.99134	0.26	25
0.179	5.33841	0.26	22
0.18	4.99645	0.26	21
0.294	5.42816	0.26	22
0.292	5.2622	0.26	22
0.239	5.57905	0.27	22
0.327	5.61712	0.27	22
0.278	5.82073	0.27	23
0.191	5.43687	0.27	22
0.218	5.49436	0.27	22
0.295	5.9843	0.27	24
0.294	5.46454	0.27	22
0.328	6.14039	0.27	24
0.286	5.71829	0.27	23
0.221	5.72302	0.27	23
0.249	5.46999	0.28	21
0.228	5.83383	0.28	22
0.223	5.37756	0.28	21
0.17	5.17843	0.28	20
0.18	5.68628	0.28	22
0.189	5.66241	0.28	22
0.231	5.33725	0.28	21
0.198	5.45649	0.28	21
0.215	5.89005	0.28	23
0.359	5.67665	0.28	22
0.197	5.58706	0.29	21
0.182	5.28905	0.29	20
0.183	5.35323	0.29	20
0.17	5.5496	0.29	21
0.286	5.45793	0.29	20
0.336	5.70861	0.29	21
0.274	5.5543	0.29	21
0.242	5.80831	0.29	22
0.259	5.68303	0.29	21
0.25	5.59404	0.29	21
0.259	5.81533	0.3	21
0.296	6.04461	0.3	22
0.474	5.96687	0.3	21
0.246	5.6703	0.3	20
0.281	6.03565	0.3	22
0.267	5.4194	0.3	20
0.295	5.49368	0.3	20
0.285	5.92247	0.3	21
0.173	5.30183	0.3	19
0.359	5.88514	0.3	21
0.262	6.35948	0.31	22
0.254	5.71968	0.31	20
0.418	6.62371	0.31	23
0.246	5.57813	0.31	19
0.178	5.58906	0.31	20
0.276	5.98257	0.31	21
0.369	5.91873	0.31	21
0.213	6.25223	0.31	22
0.402	6.3533	0.31	22
0.362	6.61322	0.31	23
0.298	6.25212	0.32	21
0.193	5.62079	0.32	19
0.405	6.60242	0.32	22
0.175	5.69715	0.32	19
0.189	5.48001	0.32	19
0.237	6.24825	0.32	21
0.213	5.8304	0.32	20
0.192	5.42977	0.32	18
0.272	5.50985	0.32	19
0.26	5.90175	0.32	20
0.204	5.2778	0.33	17
0.199	5.79395	0.33	19
0.268	5.52799	0.33	18
0.183	5.81456	0.33	19
0.168	5.66935	0.33	19
0.22	6.0696	0.33	20
0.196	6.00504	0.33	20
0.216	5.61721	0.33	19
0.173	5.36768	0.33	18
0.295	6.5952	0.33	21
0.214	5.72787	0.34	18
0.31	6.24321	0.34	20
0.156	5.25973	0.34	17
0.208	5.56174	0.34	18
0.165	5.34261	0.34	17
0.163	5.40158	0.34	17
0.332	5.75567	0.34	18
0.247	6.35839	0.34	20
0.197	5.93497	0.34	19
0.251	6.02202	0.34	19
0.269	7.02236	0.35	22
0.211	5.38123	0.35	17
0.192	5.75789	0.35	18
0.171	5.40898	0.35	17
0.208	5.45377	0.35	17
0.232	5.9841	0.35	19
0.324	6.25073	0.35	19
0.195	5.77357	0.35	18
0.196	5.34493	0.35	17
0.172	5.28834	0.35	17
0.192	5.30508	0.36	16
0.204	5.63275	0.36	17
0.282	6.69348	0.36	20
0.17	5.27353	0.36	16
0.177	5.56987	0.36	17
0.227	5.82343	0.36	18
0.182	5.40912	0.36	17
0.316	5.9924	0.36	18
0.267	6.51317	0.36	20
0.219	5.35698	0.36	16
0.252	5.71366	0.37	17
0.19	5.70818	0.37	17
0.313	6.49419	0.37	19
0.159	5.41579	0.37	16
0.277	5.91144	0.37	17
0.184	5.7543	0.37	17
0.26	5.55175	0.37	17
0.211	5.76997	0.37	17
0.439	6.7201	0.37	20
0.294	5.82098	0.37	17
0.188	5.2901	0.38	15
0.176	5.12088	0.38	15
0.18	6.04528	0.38	17
0.226	5.95571	0.38	17
0.325	5.90557	0.38	17
0.23	6.81238	0.38	19
0.26	6.29119	0.38	18
0.276	5.42026	0.38	16
0.341	6.09857	0.38	18
0.266	5.95628	0.38	17
0.204	5.28219	0.39	15
0.191	5.97491	0.39	17
0.217	6.06048	0.39	17
0.219	5.49126	0.39	16
0.185	5.44288	0.39	15
0.183	5.75885	0.39	16
0.282	6.17815	0.39	17
0.2	5.55244	0.39	16
0.204	5.54167	0.39	16
0.165	5.30895	0.39	15
0.171	5.44694	0.4	15
0.172	5.66254	0.4	16
0.311	5.60988	0.4	16
0.192	5.74987	0.4	16
0.183	5.5644	0.4	15
0.216	5.33467	0.4	15
0.265	6.07866	0.4	17
0.195	6.03021	0.4	17
0.185	5.59116	0.4	15
0.243	6.2548	0.4	17
0.248	6.22951	0.41	17
0.248	5.74791	0.41	16
0.175	5.57873	0.41	15
0.165	5.65805	0.41	15
0.197	5.33698	0.41	15
0.208	5.79685	0.41	16
0.19	5.67854	0.41	15
0.246	6.23137	0.41	17
0.206	5.67193	0.41	15
0.213	6.03333	0.41	16
0.183	5.4025	0.42	14
0.304	5.61207	0.42	15
0.253	5.45014	0.42	14
0.224	5.50329	0.42	15
0.202	5.60118	0.42	15
0.179	5.20741	0.42	14
0.178	5.45956	0.42	14
0.157	5.05429	0.42	14
0.179	5.16633	0.42	14
0.204	5.5811	0.42	15
0.171	5.919	0.43	15
0.184	5.70773	0.43	15
0.264	5.81584	0.43	15
0.281	5.63098	0.43	15
0.272	5.71027	0.43	15
0.239	6.14011	0.43	16
0.217	6.34773	0.43	16
0.165	5.12944	0.43	13
0.164	5.381	0.43	14
0.185	5.49133	0.43	14
0.23	6.6217	0.44	17
0.188	5.42788	0.44	14
0.299	6.08554	0.44	15
0.182	6.03976	0.44	15
0.31	6.12149	0.44	15
0.296	5.38157	0.44	14
0.242	5.51038	0.44	14
0.203	5.42435	0.44	14
0.265	6.25303	0.44	16
0.238	5.30052	0.44	14
0.195	5.20014	0.45	13
0.297	6.46248	0.45	16
0.216	6.25398	0.45	15
0.195	5.64336	0.45	14
0.256	6.4377	0.45	16
0.169	5.34525	0.45	13
0.176	5.71212	0.45	14
0.239	5.93198	0.45	15
0.208	5.53967	0.45	14
0.167	5.39985	0.45	13
0.194	5.20969	0.46	13
0.209	5.43195	0.46	13
0.205	5.97366	0.46	14
0.184	5.49059	0.46	13
0.301	6.07112	0.46	15
0.174	5.32785	0.46	13
0.169	5.2229	0.46	13
0.268	5.63171	0.46	14
0.462	6.10091	0.46	15
0.224	5.44297	0.46	13
0.213	5.97051	0.47	14
0.214	5.61028	0.47	13
0.149	4.91482	0.47	12
0.316	6.02671	0.47	14
0.176	5.96414	0.47	14
0.174	5.40816	0.47	13
0.166	5.53765	0.47	13
0.179	5.85487	0.47	14
0.166	5.362	0.47	13
0.166	5.69165	0.47	14
0.19	5.70737	0.48	13
0.194	6.03491	0.48	14
0.177	6.0622	0.48	14
0.265	6.0221	0.48	14
0.265	5.44027	0.48	13
0.191	5.6922	0.48	13
0.222	6.65196	0.48	15
0.185	6.00584	0.48	14
0.25	5.54938	0.48	13
0.166	5.86893	0.48	14
0.244	6.3632	0.49	14
0.157	5.24865	0.49	12
0.181	6.03795	0.49	14
0.161	5.46392	0.49	13
0.191	5.53565	0.49	13
0.159	5.23218	0.49	12
0.186	5.5739	0.49	13
0.233	5.99711	0.49	14
0.16	5.51236	0.49	13
0.235	5.3087	0.49	12
0.177	5.44747	0.5	12
0.168	5.35674	0.5	12
0.176	5.46901	0.5	12
0.19	5.72752	0.5	13
0.185	5.65768	0.5	13
0.198	5.79322	0.5	13
0.183	5.78162	0.5	13
0.187	5.77535	0.5	13
0.174	5.62304	0.5	13
0.251	5.90321	0.5	13
0.149	5.14016	0.51	12
0.212	6.15584	0.51	14
0.265	5.96557	0.51	13
0.192	6.4126	0.51	14
0.219	6.1323	0.51	14
0.26	5.84772	0.51	13
0.182	5.86881	0.51	13
0.27	5.41013	0.51	12
0.198	6.03469	0.51	13
0.171	5.41042	0.51	12
0.164	5.28394	0.52	12
0.197	5.48587	0.52	12
0.244	6.1829	0.52	13
0.202	5.90628	0.52	13
0.146	4.96117	0.52	11
0.15	5.29023	0.52	12
0.213	5.81912	0.52	13
0.276	7.5097	0.52	16
0.245	6.3071	0.52	14
0.168	5.43295	0.52	12
0.15	5.64984	0.53	12
0.184	5.56653	0.53	12
0.221	5.4377	0.53	12
0.218	5.46392	0.53	12
0.148	5.37096	0.53	12
0.158	5.655	0.53	12
0.178	5.27093	0.53	11
0.199	5.6058	0.53	12
0.199	6.01032	0.53	13
0.186	5.63941	0.53	12
0.251	5.58685	0.54	12
0.271	6.6449	0.54	14
0.207	6.04071	0.54	13
0.26	5.92114	0.54	12
0.146	4.78597	0.54	10
0.181	5.61112	0.54	12
0.239	6.36766	0.54	13
0.169	5.70702	0.54	12
0.143	5.02751	0.54	11
0.29	6.54328	0.54	14
0.195	5.60784	0.55	12
0.248	6.1221	0.55	13
0.166	5.51467	0.55	12
0.196	5.96005	0.55	12
0.226	5.43596	0.55	11
0.18	6.04973	0.55	12
0.258	6.03082	0.55	12
0.245	5.92896	0.55	12
0.265	5.51216	0.55	12
0.267	6.07167	0.55	13
0.287	5.81129	0.56	12
0.193	5.3746	0.56	11
0.183	5.58494	0.56	11
0.2	5.27885	0.56	11
0.236	5.23939	0.56	11
0.145	5.39045	0.56	11
0.177	5.81709	0.56	12
0.211	5.9524	0.56	12
0.16	5.41759	0.56	11
0.169	5.66203	0.56	12
0.184	6.3904	0.57	13
0.237	5.60372	0.57	11
0.205	6.72891	0.57	13
0.235	5.54513	0.57	11
0.257	5.8437	0.57	12
0.272	6.35192	0.57	13
0.191	5.70161	0.57	12
0.215	6.31332	0.57	13
0.162	5.35597	0.57	11
0.197	5.90963	0.57	12
0.275	5.97123	0.58	12
0.162	5.70186	0.58	11
0.246	5.68823	0.58	11
0.177	5.25107	0.58	11
0.164	5.66119	0.58	11
0.257	5.98198	0.58	12
0.176	5.75251	0.58	11
0.186	5.61245	0.58	11
0.177	5.54336	0.58	11
0.227	5.91218	0.58	12
0.185	6.47917	0.59	12
0.199	5.01297	0.59	10
0.164	5.55878	0.59	11
0.175	5.81959	0.59	11
0.257	5.80875	0.59	11
0.194	5.82501	0.59	11
0.201	5.83657	0.59	11
0.151	5.52069	0.59	11
0.176	6.01059	0.59	12
0.164	5.16759	0.59	10
0.182	5.58273	0.6	11
0.166	5.33104	0.6	10
0.173	6.09274	0.6	12
0.2	6.11053	0.6	12
0.204	5.91694	0.6	11
0.155	5.54186	0.6	11
0.166	5.6199	0.6	11
0.156	5.65571	0.6	11
0.168	5.808	0.6	11
0.201	6.71451	0.6	13
0.167	5.72082	0.61	11
0.156	5.8706	0.61	11
0.225	5.68424	0.61	11
0.203	6.46207	0.61	12
0.184	6.11251	0.61	12
0.25	5.27896	0.61	10
0.159	5.41355	0.61	10
0.185	6.01558	0.61	11
0.193	5.46588	0.61	10
0.201	5.27758	0.61	10
0.188	5.79373	0.62	11
0.163	5.43123	0.62	10
0.288	6.80482	0.62	12
0.16	5.60917	0.62	11
0.149	5.49299	0.62	10
0.254	5.79681	0.62	11
0.167	5.83593	0.62	11
0.177	6.41262	0.62	12
0.154	5.53393	0.62	10
0.236	5.77025	0.62	11
0.14	4.93067	0.63	9
0.205	5.87858	0.63	11
0.23	6.04395	0.63	11
0.171	5.40245	0.63	10
0.162	5.36353	0.63	10
0.246	6.71236	0.63	12
0.158	5.72774	0.63	11
0.174	5.80678	0.63	11
0.185	5.04781	0.63	10
0.174	5.76587	0.63	11
0.19	6.02469	0.64	11
0.201	5.88466	0.64	11
0.192	5.53799	0.64	10
0.16	5.35901	0.64	10
0.224	6.51142	0.64	12
0.207	6.11152	0.64	11
0.172	6.02184	0.64	11
0.184	5.77139	0.64	11
0.166	5.86614	0.64	11
0.235	6.73734	0.64	12
0.161	5.39879	0.65	10
0.14	5.08871	0.65	9
0.16	5.16755	0.65	9
0.219	6.33354	0.65	11
0.203	6.00951	0.65	11
0.239	5.78176	0.65	10
0.146	5.52649	0.65	10
0.168	5.51959	0.65	10
0.151	5.68394	0.65	10
0.14	5.36454	0.65	10
0.17	5.85765	0.66	10
0.16	5.62607	0.66	10
0.191	5.99125	0.66	11
0.267	6.89025	0.66	12
0.196	5.7199	0.66	10
0.212	6.15192	0.66	11
0.235	6.32262	0.66	11
0.166	5.82911	0.66	10
0.162	5.31019	0.66	10
0.24	6.92411	0.66	12
0.171	5.44167	0.67	10
0.21	6.35953	0.67	11
0.211	5.5306	0.67	10
0.176	5.55158	0.67	10
0.179	5.92219	0.67	10
0.144	5.22066	0.67	9
0.161	5.51646	0.67	10
0.148	5.52592	0.67	10
0.152	5.36255	0.67	10
0.212	5.53061	0.67	10
0.153	5.69348	0.68	10
0.176	5.20999	0.68	9
0.223	6.55039	0.68	11
0.157	5.68126	0.68	10
0.193	5.06401	0.68	9
0.184	6.57596	0.68	11
0.249	6.19216	0.68	11
0.155	5.41749	0.68	9
0.203	5.74117	0.68	10
0.166	5.55864	0.68	10
0.157	5.35513	0.69	9
0.181	5.99673	0.69	10
0.201	6.0291	0.69	10
0.188	6.11482	0.69	10
0.198	5.99145	0.69	10
0.187	5.73939	0.69	10
0.165	5.76745	0.69	10
0.227	6.31992	0.69	11
0.163	5.31622	0.69	9
0.181	5.44145	0.69	9
0.153	5.30595	0.7	9
0.217	6.19301	0.7	10
0.196	6.00664	0.7	10
0.161	5.8967	0.7	10
0.171	5.75309	0.7	10
0.274	6.93085	0.7	11
0.16	5.98973	0.7	10
0.179	6.07197	0.7	10
0.205	5.39674	0.7	9
0.143	4.94336	0.7	9
0.159	5.23805	0.71	9
0.23	6.66826	0.71	11
0.145	5.44621	0.71	9
0.178	5.11988	0.71	9
0.2	6.85692	0.71	11
0.236	6.48657	0.71	11
0.166	5.58293	0.71	9
0.215	6.96251	0.71	11
0.189	5.47934	0.71	9
0.212	5.54764	0.71	9
0.188	5.60686	0.72	9
0.174	5.7867	0.72	10
0.143	5.0393	0.72	8
0.194	6.08465	0.72	10
0.197	5.88944	0.72	10
0.212	6.077	0.72	10
0.247	7.04863	0.72	11
0.18	6.00085	0.72	10
0.165	5.89277	0.72	10
0.15	5.89762	0.72	10
0.138	5.15686	0.73	9
0.147	5.45823	0.73	9
0.209	6.2068	0.73	10
0.189	6.20958	0.73	10
0.196	5.87171	0.73	10
0.154	5.14289	0.73	9
0.2	6.20626	0.73	10
0.189	6.0154	0.73	10
0.18	5.34349	0.73	9
0.199	5.92652	0.73	10
0.18	5.75523	0.74	9
0.17	5.22595	0.74	9
0.167	6.05298	0.74	10
0.232	6.00564	0.74	10
0.169	5.06402	0.74	8
0.141	4.88569	0.74	8
0.147	5.18706	0.74	9
0.358	6.8618	0.74	11
0.16	5.82153	0.74	9
0.177	5.0092	0.74	8
0.183	5.58113	0.75	9
0.211	6.23857	0.75	10
0.161	6.06818	0.75	10
0.199	6.15027	0.75	10
0.174	4.98216	0.75	8
0.256	5.89256	0.75	9
0.147	5.35186	0.75	9
0.255	6.37465	0.75	10
0.177	5.65783	0.75	9
0.23	6.26263	0.75	10
0.238	7.44069	0.76	11
0.204	6.41005	0.76	10
0.146	5.64684	0.76	9
0.307	6.39797	0.76	10
0.17	6.46478	0.76	10
0.182	5.77958	0.76	9
0.221	5.60983	0.76	9
0.146	5.36731	0.76	9
0.142	5.13152	0.76	8
0.188	6.41966	0.76	10
0.165	6.07755	0.77	9
0.215	6.39059	0.77	10
0.177	5.31427	0.77	8
0.154	5.66038	0.77	9
0.16	5.15781	0.77	8
0.217	6.71439	0.77	10
0.181	5.96238	0.77	9
0.179	5.23597	0.77	8
0.189	5.69656	0.77	9
0.16	5.46352	0.77	9
0.181	6.0622	0.78	9
0.181	6.07178	0.78	9
0.2	5.2728	0.78	8
0.181	6.15246	0.78	9
0.207	6.09159	0.78	9
0.167	5.51357	0.78	9
0.171	6.04095	0.78	9
0.242	5.94194	0.78	9
0.221	6.9254	0.78	10
0.175	5.79768	0.78	9
0.172	5.15594	0.79	8
0.146	5.57799	0.79	9
0.216	6.43133	0.79	10
0.175	5.32515	0.79	8
0.152	5.48274	0.79	8
0.222	6.06754	0.79	9
0.295	7.03705	0.79	10
0.152	5.81924	0.79	9
0.37	7.15036	0.79	11
0.139	5.10492	0.79	8
0.301	6.81138	0.8	10
0.197	4.88843	0.8	8
0.165	6.17425	0.8	9
0.151	5.79767	0.8	9
0.161	5.62874	0.8	9
0.132	4.88347	0.8	8
0.217	6.01036	0.8	9
0.261	4.96109	0.8	8
0.168	5.50594	0.8	8
0.164	5.68138	0.8	9
0.179	5.02545	0.81	8
0.152	5.91264	0.81	9
0.163	5.14273	0.81	8
0.19	5.7617	0.81	9
0.188	5.99181	0.81	9
0.162	5.5302	0.81	8
0.273	7.23744	0.81	10
0.193	5.37078	0.81	8
0.154	5.47386	0.81	8
0.146	5.01155	0.81	8
0.137	5.16423	0.82	8
0.174	5.78888	0.82	9
0.163	5.67326	0.82	8
0.208	5.91092	0.82	9
0.135	5.03767	0.82	8
0.15	5.35692	0.82	8
0.228	6.6375	0.82	10
0.292	6.19213	0.82	9
0.232	6.39032	0.82	9
0.172	5.57222	0.82	8
0.152	5.29244	0.83	8
0.233	5.88954	0.83	9
0.159	5.53722	0.83	8
0.141	5.17834	0.83	8
0.184	6.08107	0.83	9
0.17	5.83032	0.83	9
0.171	5.14114	0.83	8
0.223	5.78179	0.83	8
0.166	6.31476	0.83	9
0.173	5.87028	0.83	9
0.148	5.37738	0.84	8
0.159	6.03013	0.84	9
0.171	6.38332	0.84	9
0.171	5.1854	0.84	8
0.191	6.33994	0.84	9
0.171	5.55745	0.84	8
0.18	6.61514	0.84	9
0.179	6.16496	0.84	9
0.179	6.14345	0.84	9
0.291	6.51351	0.84	9
0.16	5.45003	0.85	8
0.16	5.62182	0.85	8
0.253	6.16934	0.85	9
0.175	6.10604	0.85	9
0.189	6.50214	0.85	9
0.147	5.63213	0.85	8
0.167	5.79018	0.85	8
0.174	5.77124	0.85	8
0.17	5.66081	0.85	8
0.14	5.56454	0.85	8
0.183	6.4649	0.86	9
0.173	6.15809	0.86	9
0.189	5.73871	0.86	8
0.219	5.49968	0.86	8
0.171	5.30338	0.86	8
0.193	6.3554	0.86	9
0.196	6.72545	0.86	9
0.233	6.03543	0.86	9
0.192	6.98704	0.86	10
0.138	5.39853	0.86	8
0.211	6.75208	0.87	9
0.169	5.19551	0.87	7
0.187	6.881	0.87	9
0.175	5.57105	0.87	8
0.173	6.53939	0.87	9
0.195	6.04404	0.87	8
0.184	5.72885	0.87	8
0.205	6.63043	0.87	9
0.212	5.95824	0.87	8
0.177	6.67598	0.87	9
0.329	6.30826	0.88	9
0.221	6.13043	0.88	8
0.151	5.38074	0.88	8
0.178	5.3211	0.88	8
0.156	5.367	0.88	8
0.167	5.93916	0.88	8
0.203	6.10409	0.88	8
0.23	6.80161	0.88	9
0.169	6.09131	0.88	8
0.156	5.92733	0.88	8
0.197	7.10417	0.89	9
0.176	5.97557	0.89	8
0.166	5.91756	0.89	8
0.292	7.02417	0.89	9
0.143	5.63674	0.89	8
0.159	5.98345	0.89	8
0.194	6.82855	0.89	9
0.227	5.52761	0.89	8
0.177	5.27854	0.89	7
0.154	5.80508	0.89	8
0.149	5.94578	0.9	8
0.19	6.09607	0.9	8
0.132	5.32391	0.9	7
0.143	5.66807	0.9	8
0.194	6.49815	0.9	9
0.16	5.99954	0.9	8
0.178	6.02789	0.9	8
0.165	5.80706	0.9	8
0.304	5.59846	0.9	8
0.201	6.16843	0.9	8
0.241	6.8662	0.91	9
0.169	5.14979	0.91	7
0.252	7.00543	0.91	9
0.177	4.93291	0.91	7
0.214	6.80486	0.91	9
0.187	5.54668	0.91	8
0.244	6.30171	0.91	8
0.22	6.01815	0.91	8
0.223	6.74933	0.91	9
0.205	6.32523	0.91	8
0.231	5.56919	0.92	8
0.161	6.04673	0.92	8
0.19	7.18777	0.92	9
0.144	5.4406	0.92	7
0.145	4.99026	0.92	7
0.171	5.99476	0.92	8
0.164	6.40653	0.92	8
0.17	5.48274	0.92	7
0.143	5.01439	0.92	7
0.17	5.89128	0.92	8
0.214	6.46311	0.93	8
0.25	5.60157	0.93	8
0.135	5.34244	0.93	7
0.188	6.06752	0.93	8
0.153	5.67926	0.93	8
0.153	6.18282	0.93	8
0.181	5.43517	0.93	7
0.144	5.21196	0.93	7
0.198	6.07975	0.93	8
0.188	5.70627	0.93	8
0.227	6.57173	0.94	8
0.229	6.5466	0.94	8
0.231	6.96009	0.94	9
0.17	6.80092	0.94	9
0.143	5.30573	0.94	7
0.152	5.35598	0.94	7
0.143	5.57494	0.94	7
0.174	5.05846	0.94	7
0.196	5.87249	0.94	8
0.15	5.30686	0.94	7
0.144	5.59942	0.95	7
0.23	5.8856	0.95	8
