-0.3,-0.3,0,2157,442
-0.3,-0.25,0,2251,550
-0.3,-0.2,0,2668,623
-0.3,-0.15,0,2718,689
-0.3,-0.1,0,2772,758
-0.3,-0.05,0,2856,858
-0.3,5.55112e-17,0,2905,923
-0.3,0.05,51,3322,996
-0.3,0.1,64,3208,899
-0.3,0.15,0,2858,925
-0.3,0.2,0,2800,886
-0.3,0.25,0,2277,744
-0.25,-0.3,0,2238,441
-0.25,-0.25,0,2648,539
-0.25,-0.2,0,2709,627
-0.25,-0.15,0,2739,679
-0.25,-0.1,0,2796,757
-0.25,-0.05,0,2911,890
-0.25,5.55112e-17,71,3307,946
-0.25,0.05,70,3312,969
-0.25,0.1,87,3266,942
-0.25,0.15,98,3288,980
-0.25,0.2,0,2834,904
-0.25,0.25,0,2453,904
-0.2,-0.3,0,2407,440
-0.2,-0.25,0,2684,524
-0.2,-0.2,0,2795,635
-0.2,-0.15,0,2803,702
-0.2,-0.1,0,2891,821
-0.2,-0.05,73,3306,901
-0.2,5.55112e-17,88,3328,947
-0.2,0.05,93,3415,1054
-0.2,0.1,96,3324,982
-0.2,0.15,109,3326,1004
-0.2,0.2,104,3268,964
-0.2,0.25,0,2929,1004
-0.15,-0.3,0,2235,435
-0.15,-0.25,0,2667,507
-0.15,-0.2,0,2798,638
-0.15,-0.15,0,2887,727
-0.15,-0.1,51,3292,820
-0.15,-0.05,86,3315,882
-0.15,5.55112e-17,94,3368,964
-0.15,0.05,0,0,0
-0.15,0.1,0,0,0
-0.15,0.15,0,0,0
-0.15,0.2,0,0,0
-0.15,0.25,0,0,0
-0.1,-0.3,0,2218,418
-0.1,-0.25,0,2658,498
-0.1,-0.2,0,2761,601
-0.1,-0.15,69,3287,767
-0.1,-0.1,71,3367,847
-0.1,-0.05,80,3332,860
-0.1,5.55112e-17,79,3312,883
-0.1,0.05,0,0,0
-0.1,0.1,0,0,0
-0.1,0.15,0,0,0
-0.1,0.2,0,0,0
-0.1,0.25,0,0,0
-0.05,-0.3,0,2233,433
-0.05,-0.25,0,2658,498
-0.05,-0.2,54,3097,577
-0.05,-0.15,106,3342,822
-0.05,-0.1,85,3386,866
-0.05,-0.05,104,3386,866
-0.05,5.55112e-17,80,3308,862
-0.05,0.05,0,0,0
-0.05,0.1,0,0,0
-0.05,0.15,0,0,0
-0.05,0.2,0,0,0
-0.05,0.25,0,0,0
5.55112e-17,-0.3,0,2204,437
5.55112e-17,-0.25,0,2320,527
5.55112e-17,-0.2,69,3123,603
5.55112e-17,-0.15,116,3308,788
5.55112e-17,-0.1,105,3311,791
5.55112e-17,-0.05,95,3337,817
5.55112e-17,5.55112e-17,78,3258,768
5.55112e-17,0.05,0,0,0
5.55112e-17,0.1,0,0,0
5.55112e-17,0.15,0,0,0
5.55112e-17,0.2,0,0,0
5.55112e-17,0.25,0,0,0
0.05,-0.3,0,2209,467
0.05,-0.25,0,2293,536
0.05,-0.2,72,3109,596
0.05,-0.15,110,3278,758
0.05,-0.1,84,3270,750
0.05,-0.05,59,3227,707
0.05,5.55112e-17,38,3169,659
0.05,0.05,0,0,0
0.05,0.1,0,0,0
0.05,0.15,0,0,0
0.05,0.2,0,0,0
0.05,0.25,0,0,0
0.1,-0.3,0,2179,448
0.1,-0.25,0,2632,530
0.1,-0.2,0,2708,581
0.1,-0.15,98,3288,768
0.1,-0.1,80,3305,785
0.1,-0.05,64,3199,679
0.1,5.55112e-17,46,3177,657
0.1,0.05,0,0,0
0.1,0.1,0,0,0
0.1,0.15,0,0,0
0.1,0.2,0,0,0
0.1,0.25,0,0,0
0.15,-0.3,0,2112,388
0.15,-0.25,0,2568,475
0.15,-0.2,0,2670,562
0.15,-0.15,0,2913,770
0.15,-0.1,105,3333,813
0.15,-0.05,101,3342,822
0.15,5.55112e-17,105,3410,890
0.15,0.05,0,0,0
0.15,0.1,0,0,0
0.15,0.15,0,0,0
0.15,0.2,0,0,0
0.15,0.25,0,0,0
0.2,-0.3,0,2253,369
0.2,-0.25,0,2520,433
0.2,-0.2,0,2630,530
0.2,-0.15,0,2845,714
0.2,-0.1,0,2960,800
0.2,-0.05,96,3374,854
0.2,5.55112e-17,94,3387,867
0.2,0.05,0,0,0
0.2,0.1,0,0,0
0.2,0.15,0,0,0
0.2,0.2,0,0,0
0.2,0.25,0,0,0
0.25,-0.3,0,2089,377
0.25,-0.25,0,2523,438
0.25,-0.2,0,2618,522
0.25,-0.15,0,2759,642
0.25,-0.1,0,2888,728
0.25,-0.05,0,2986,826
0.25,5.55112e-17,0,2991,831
0.25,0.05,0,0,0
0.25,0.1,0,0,0
0.25,0.15,0,0,0
0.25,0.2,0,0,0
0.25,0.25,0,0,0
-0.3,-0.3,0,2007,432
-0.3,-0.25,0,2086,520
-0.3,-0.2,0,2521,607
-0.3,-0.15,0,2619,716
-0.3,-0.1,0,2711,830
-0.3,-0.05,0,2800,931
-0.3,5.55112e-17,52,3230,1010
-0.3,0.05,49,3274,1065
-0.3,0.1,29,3286,1097
-0.3,0.15,0,2888,1088
-0.3,0.2,0,2785,985
-0.3,0.25,0,2228,788
-0.25,-0.3,0,1834,255
-0.25,-0.25,0,2434,503
-0.25,-0.2,0,2550,625
-0.25,-0.15,0,2667,752
-0.25,-0.1,0,2739,849
-0.25,-0.05,53,3185,949
-0.25,5.55112e-17,60,3293,1068
-0.25,0.05,55,3314,1099
-0.25,0.1,37,3294,1097
-0.25,0.15,0,3269,1109
-0.25,0.2,0,2821,1021
-0.25,0.25,0,2409,969
-0.2,-0.3,0,2058,243
-0.2,-0.25,0,2443,482
-0.2,-0.2,0,2585,645
-0.2,-0.15,0,2677,779
-0.2,-0.1,59,3124,875
-0.2,-0.05,64,3218,978
-0.2,5.55112e-17,71,3307,1076
-0.2,0.05,60,3330,1110
-0.2,0.1,42,3318,1116
-0.2,0.15,0,3270,1110
-0.2,0.2,0,0,0
-0.2,0.25,0,0,0
-0.15,-0.3,0,0,0
-0.15,-0.25,0,2461,468
-0.15,-0.2,0,2648,710
-0.15,-0.15,63,3108,821
-0.15,-0.1,74,3181,912
-0.15,-0.05,84,3262,1015
-0.15,5.55112e-17,77,3346,1109
-0.15,0.05,62,3375,1153
-0.15,0.1,46,3354,1148
-0.15,0.15,0,3370,1210
-0.15,0.2,0,0,0
-0.15,0.25,0,0,0
-0.1,-0.3,0,0,0
-0.1,-0.25,0,2417,460
-0.1,-0.2,0,2656,684
-0.1,-0.15,81,3172,843
-0.1,-0.1,89,3231,932
-0.1,-0.05,107,3310,1039
-0.1,5.55112e-17,90,3370,1120
-0.1,0.05,69,3442,1213
-0.1,0.1,53,3430,1217
-0.1,0.15,24,3314,1130
-0.1,0.2,0,0,0
-0.1,0.25,0,0,0
-0.05,-0.3,0,0,0
-0.05,-0.25,0,2370,459
-0.05,-0.2,76,3053,674
-0.05,-0.15,92,3225,846
-0.05,-0.1,114,3299,949
-0.05,-0.05,135,3360,1065
-0.05,5.55112e-17,102,3446,1184
-0.05,0.05,81,3429,1188
-0.05,0.1,63,3404,1181
-0.05,0.15,0,2911,1079
-0.05,0.2,0,0,0
-0.05,0.25,0,0,0
5.55112e-17,-0.3,0,0,0
5.55112e-17,-0.25,0,2007,492
5.55112e-17,-0.2,91,3037,663
5.55112e-17,-0.15,109,3169,795
5.55112e-17,-0.1,140,3313,939
5.55112e-17,-0.05,162,3436,1102
5.55112e-17,5.55112e-17,124,3418,1134
5.55112e-17,0.05,93,3353,1100
5.55112e-17,0.1,68,3297,1069
5.55112e-17,0.15,0,2837,993
5.55112e-17,0.2,0,0,0
5.55112e-17,0.25,0,0,0
0.05,-0.3,0,0,0
0.05,-0.25,0,2367,491
0.05,-0.2,101,2987,647
0.05,-0.15,132,3156,785
0.05,-0.1,156,3318,947
0.05,-0.05,173,3436,1065
0.05,5.55112e-17,143,3432,1129
0.05,0.05,107,3365,1098
0.05,0.1,76,3275,1039
0.05,0.15,0,2719,867
0.05,0.2,0,0,0
0.05,0.25,0,0,0
0.1,-0.3,0,0,0
0.1,-0.25,0,2320,445
0.1,-0.2,0,2562,624
0.1,-0.15,133,3139,768
0.1,-0.1,162,3291,920
0.1,-0.05,178,3367,996
0.1,5.55112e-17,177,3413,1076
0.1,0.05,124,3367,1083
0.1,0.1,87,3272,1025
0.1,0.15,57,3008,791
0.1,0.2,0,0,0
0.1,0.25,0,0,0
0.15,-0.3,0,0,0
0.15,-0.25,0,2289,417
0.15,-0.2,0,2546,601
0.15,-0.15,124,3161,787
0.15,-0.1,149,3253,879
0.15,-0.05,163,3327,953
0.15,5.55112e-17,176,3376,1003
0.15,0.05,137,3288,991
0.15,0.1,97,3200,943
0.15,0.15,63,2903,680
0.15,0.2,0,0,0
0.15,0.25,0,0,0
0.2,-0.3,0,0,0
0.2,-0.25,0,2294,389
0.2,-0.2,0,2530,578
0.2,-0.15,0,2767,749
0.2,-0.1,129,3207,830
0.2,-0.05,139,3279,904
0.2,5.55112e-17,151,3332,957
0.2,0.05,148,3241,933
0.2,0.1,107,3100,833
0.2,0.15,67,2847,620
0.2,0.2,0,0,0
0.2,0.25,0,0,0
0.25,-0.3,0,0,0
0.25,-0.25,0,1919,368
0.25,-0.2,0,2484,530
0.25,-0.15,0,2719,713
0.25,-0.1,0,2819,799
0.25,-0.05,123,3247,868
0.25,5.55112e-17,138,3308,931
0.25,0.05,145,3253,933
0.25,0.1,113,3125,852
0.25,0.15,58,2915,697
0.25,0.2,0,0,0
0.25,0.25,0,0,0
